id,Sentence,Aspect Term,polarity,from,to,cleaned_sentence,processed_sentence,aspect_category,predicted_sentiment
1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive,15,31,and kruno the beverage manager is the best bartender i have yet to come across,kruno beverage manager good bartender come,service,positive
973,"Ambiance and music funky, which I enjoy.",Ambiance,positive,0,8,ambiance and music funky which i enjoy,ambiance music funky enjoy,ambience,positive
973,"Ambiance and music funky, which I enjoy.",music,positive,13,18,ambiance and music funky which i enjoy,ambiance music funky enjoy,ambience,positive
2132,"The food, drinks and service are clearly among the best in the city.",food,positive,4,8,the food drinks and service are clearly among the best in the city,food drink service clearly good city,food,positive
2132,"The food, drinks and service are clearly among the best in the city.",drinks,positive,10,16,the food drinks and service are clearly among the best in the city,food drink service clearly good city,food,positive
2132,"The food, drinks and service are clearly among the best in the city.",service,positive,21,28,the food drinks and service are clearly among the best in the city,food drink service clearly good city,service,positive
231,I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,50,54,i went there in late afternoon for some bite size food and refleshment with my date,go late afternoon bite size food refleshment date,food,neutral
231,I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,neutral,59,70,i went there in late afternoon for some bite size food and refleshment with my date,go late afternoon bite size food refleshment date,others,neutral
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive,82,90,i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters  you come for the authentic foods the tastes the experiance,understand area folk need come romantic alluring ambiance star service feature sommlier complicated maze captain waiter come authentic food taste experiance,ambience,positive
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,positive,108,115,i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters  you come for the authentic foods the tastes the experiance,understand area folk need come romantic alluring ambiance star service feature sommlier complicated maze captain waiter come authentic food taste experiance,service,positive
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,positive,217,222,i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters  you come for the authentic foods the tastes the experiance,understand area folk need come romantic alluring ambiance star service feature sommlier complicated maze captain waiter come authentic food taste experiance,food,positive
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,positive,228,234,i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters  you come for the authentic foods the tastes the experiance,understand area folk need come romantic alluring ambiance star service feature sommlier complicated maze captain waiter come authentic food taste experiance,food,positive
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,positive,128,136,i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters  you come for the authentic foods the tastes the experiance,understand area folk need come romantic alluring ambiance star service feature sommlier complicated maze captain waiter come authentic food taste experiance,others,positive
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,positive,163,170,i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters  you come for the authentic foods the tastes the experiance,understand area folk need come romantic alluring ambiance star service feature sommlier complicated maze captain waiter come authentic food taste experiance,others,positive
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,positive,175,187,i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters  you come for the authentic foods the tastes the experiance,understand area folk need come romantic alluring ambiance star service feature sommlier complicated maze captain waiter come authentic food taste experiance,service,positive
2988,"Last time I went here, the waitress didn't come back after taking our order.",waitress,negative,27,35,last time i went here the waitress didnt come back after taking our order,time go waitress not come take order,service,neutral
3092,Try the tandoori salmon!,tandoori salmon,positive,8,23,try the tandoori salmon,try tandoori salmon,food,neutral
3686,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive,15,25,eating in the atmosphere saves it but at your desk its a very disappointing experience,eat atmosphere save desk disappointing experience,ambience,negative
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,negative,12,17,granted the space is smaller than most it is the best service you will find in even the largest of restaurants,grant space small good service find large restaurant,ambience,positive
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,positive,55,62,granted the space is smaller than most it is the best service you will find in even the largest of restaurants,grant space small good service find large restaurant,service,positive
2454,I love the atmorphere @ peep!,atmorphere,positive,11,21,i love the atmorphere  peep,love atmorphere peep,others,positive
603,The service was attentive and her suggestions of menu items was right on the mark.,service,positive,4,11,the service was attentive and her suggestions of menu items was right on the mark,service attentive suggestion menu item right mark,service,neutral
603,The service was attentive and her suggestions of menu items was right on the mark.,menu items,positive,49,59,the service was attentive and her suggestions of menu items was right on the mark,service attentive suggestion menu item right mark,food,neutral
678,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,positive,31,48,the other night we had the  three course meal and everything was delicious  if i could of licked the plate clean i would of,night course meal delicious lick plate clean,food,positive
1830,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive,202,207,even after getting pushed out by the noclass famous rays sal has risen again to carry on his fathers uncles legacies with a smile true love for his community and lets not forget the outstanding pizza,get push noclass famous ray sal rise carry father uncle legacy smile true love community let forget outstanding pizza,food,positive
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,positive,4,15,the environment is romantic but the food is horrible the service is pathetic and gabriella lies about everything she could,environment romantic food horrible service pathetic gabriella lie,ambience,negative
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,37,41,the environment is romantic but the food is horrible the service is pathetic and gabriella lies about everything she could,environment romantic food horrible service pathetic gabriella lie,food,negative
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,59,66,the environment is romantic but the food is horrible the service is pathetic and gabriella lies about everything she could,environment romantic food horrible service pathetic gabriella lie,service,negative
1918,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,positive,7,22,we had crawfish boiled and despite making a mess it was a ton of fun and quite tasty as well,crawfish boil despite make mess ton fun tasty,food,positive
2930,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral,55,66,i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion,high expectation place reservation couple month advance special occasion,service,positive
887,What came to our table was burned beyond recognition and stringy.,table,neutral,17,22,what came to our table was burned beyond recognition and stringy,come table burn recognition stringy,price,neutral
2448,I had the Pad Thai and the noodles were sticky.,Pad Thai,negative,10,18,i had the pad thai and the noodles were sticky,pad thai noodle sticky,food,neutral
2448,I had the Pad Thai and the noodles were sticky.,noodles,negative,27,34,i had the pad thai and the noodles were sticky,pad thai noodle sticky,food,neutral
3244,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,neutral,57,66,so ive never actually been to m proper but ive had it delivered a few times,ve actually m proper ve deliver time,others,neutral
1478,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,positive,80,101,among all of the new th avenue restaurants this offers by far one of the best values for your money,new th avenue restaurant offer far good value money,price,positive
1413,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,positive,53,58,frankly when you compare what you can have here for lunch versus mcds or so many other sandwich shops in the city there is no comparison,frankly compare lunch versus mcds sandwich shop city comparison,food,negative
3129,The hostess is rude to the point of being offensive.,hostess,negative,4,11,the hostess is rude to the point of being offensive,hostess rude point offensive,service,negative
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive,35,39,if youre craving for harus great food especially the house roll but cant stand the wait building outisde head across the street to their sake bar,crave harus great food especially house roll not stand wait build outisde head street sake bar,food,positive
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,negative,88,101,if youre craving for harus great food especially the house roll but cant stand the wait building outisde head across the street to their sake bar,crave harus great food especially house roll not stand wait build outisde head street sake bar,service,positive
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,9,17,a narrow corridor leads to a tiny space where there are three tiny white tiled counters a great deal of mess stacks of bottles cans and a small counter holding  entrees,narrow corridor lead tiny space tiny white tile counter great deal mess stack bottle can small counter hold entree,others,positive
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,negative,34,39,a narrow corridor leads to a tiny space where there are three tiny white tiled counters a great deal of mess stacks of bottles cans and a small counter holding  entrees,narrow corridor lead tiny space tiny white tile counter great deal mess stack bottle can small counter hold entree,ambience,positive
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,negative,79,87,a narrow corridor leads to a tiny space where there are three tiny white tiled counters a great deal of mess stacks of bottles cans and a small counter holding  entrees,narrow corridor lead tiny space tiny white tile counter great deal mess stack bottle can small counter hold entree,food,positive
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,negative,148,155,a narrow corridor leads to a tiny space where there are three tiny white tiled counters a great deal of mess stacks of bottles cans and a small counter holding  entrees,narrow corridor lead tiny space tiny white tile counter great deal mess stack bottle can small counter hold entree,food,positive
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,neutral,170,177,a narrow corridor leads to a tiny space where there are three tiny white tiled counters a great deal of mess stacks of bottles cans and a small counter holding  entrees,narrow corridor lead tiny space tiny white tile counter great deal mess stack bottle can small counter hold entree,food,positive
2306,The food is great.,food,positive,4,8,the food is great,food great,food,positive
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,positive,10,16,succulent steaks cooked precisely to your desired doneness accompanied by salads and sides that dont look like leafy road kill,succulent steak cook precisely desire doneness accompany salad side not look like leafy road kill,food,negative
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,positive,76,82,succulent steaks cooked precisely to your desired doneness accompanied by salads and sides that dont look like leafy road kill,succulent steak cook precisely desire doneness accompany salad side not look like leafy road kill,food,negative
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,positive,87,92,succulent steaks cooked precisely to your desired doneness accompanied by salads and sides that dont look like leafy road kill,succulent steak cook precisely desire doneness accompany salad side not look like leafy road kill,food,negative
3699,"Lunch came with pickels and slaw, no extra charge.",Lunch,positive,0,5,lunch came with pickels and slaw no extra charge,lunch come pickel slaw extra charge,food,positive
3699,"Lunch came with pickels and slaw, no extra charge.",pickels and slaw,neutral,16,32,lunch came with pickels and slaw no extra charge,lunch come pickel slaw extra charge,others,positive
2875,Decent wine at reasonable prices.,wine,positive,7,11,decent wine at reasonable prices,decent wine reasonable price,food,neutral
2875,Decent wine at reasonable prices.,prices,positive,26,32,decent wine at reasonable prices,decent wine reasonable price,price,neutral
2303,All conveniently delivered right to the door.,delivered,positive,17,26,all conveniently delivered right to the door,conveniently deliver right door,others,neutral
2513,even the wine by the glass was good.,wine by the glass,positive,9,26,even the wine by the glass was good,wine glass good,food,positive
809,would have rather tried terrace in the sky or water club for that price,price,negative,66,71,would have rather tried terrace in the sky or water club for that price,try terrace sky water club price,price,neutral
141,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,positive,5,9,this dish is my favorite and i always get it when i go there and never get tired of it,dish favorite tired,food,positive
3655,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,positive,19,32,i also ordered the change mojito which was out of this world,order change mojito world,others,neutral
2098,Okay service.,service,neutral,5,12,okay service,okay service,service,positive
1624,The only thing more wonderful than the food (which is exceptional) is the service.,food,positive,39,43,the only thing more wonderful than the food which is exceptional is the service,thing wonderful food exceptional service,food,positive
1624,The only thing more wonderful than the food (which is exceptional) is the service.,service,positive,74,81,the only thing more wonderful than the food which is exceptional is the service,thing wonderful food exceptional service,service,positive
2377,"The food was just awful, ATROCIOUS actually.",food,negative,4,8,the food was just awful atrocious actually,food awful atrocious actually,food,negative
338,The soup for the udon was soy sauce and water.,soup for the udon,negative,4,21,the soup for the udon was soy sauce and water,soup udon soy sauce water,food,neutral
338,The soup for the udon was soy sauce and water.,soy sauce,neutral,26,35,the soup for the udon was soy sauce and water,soup udon soy sauce water,food,neutral
338,The soup for the udon was soy sauce and water.,water,neutral,40,45,the soup for the udon was soy sauce and water,soup udon soy sauce water,food,neutral
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,positive,4,14,the antipasta was excellent especially the calamari as were the filling pasta mains,antipasta excellent especially calamari fill pasta main,food,positive
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,positive,45,53,the antipasta was excellent especially the calamari as were the filling pasta mains,antipasta excellent especially calamari fill pasta main,food,positive
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",filling pasta mains,positive,67,86,the antipasta was excellent especially the calamari as were the filling pasta mains,antipasta excellent especially calamari fill pasta main,food,positive
1907,The waitress suggested glasses of wine that went very well with the food.,waitress,positive,4,12,the waitress suggested glasses of wine that went very well with the food,waitress suggest glass wine go food,service,positive
1907,The waitress suggested glasses of wine that went very well with the food.,food,neutral,68,72,the waitress suggested glasses of wine that went very well with the food,waitress suggest glass wine go food,food,positive
1907,The waitress suggested glasses of wine that went very well with the food.,glasses of wine,positive,23,38,the waitress suggested glasses of wine that went very well with the food,waitress suggest glass wine go food,food,positive
1535,"They might be all business at the counter when you give your order, but their food says I love you.",food,positive,78,82,they might be all business at the counter when you give your order but their food says i love you,business counter order food say love,food,positive
1535,"They might be all business at the counter when you give your order, but their food says I love you.",counter,negative,34,41,they might be all business at the counter when you give your order but their food says i love you,business counter order food say love,food,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,29,34,we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,particular sushi choice include ceviche mix special crab dumpling assort sashimi sushi roll type sake banana tempura,food,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),positive,90,111,we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,particular sushi choice include ceviche mix special crab dumpling assort sashimi sushi roll type sake banana tempura,others,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,positive,113,127,we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,particular sushi choice include ceviche mix special crab dumpling assort sashimi sushi roll type sake banana tempura,food,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,positive,129,145,we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,particular sushi choice include ceviche mix special crab dumpling assort sashimi sushi roll type sake banana tempura,food,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,147,152,we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,particular sushi choice include ceviche mix special crab dumpling assort sashimi sushi roll type sake banana tempura,food,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,positive,157,162,we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,particular sushi choice include ceviche mix special crab dumpling assort sashimi sushi roll type sake banana tempura,food,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,positive,177,181,we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,particular sushi choice include ceviche mix special crab dumpling assort sashimi sushi roll type sake banana tempura,food,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,positive,191,205,we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,particular sushi choice include ceviche mix special crab dumpling assort sashimi sushi roll type sake banana tempura,food,positive
449,Try their plain pizza with fresh garlic or eggplant.,plain pizza,positive,10,21,try their plain pizza with fresh garlic or eggplant,try plain pizza fresh garlic eggplant,food,positive
449,Try their plain pizza with fresh garlic or eggplant.,garlic,positive,33,39,try their plain pizza with fresh garlic or eggplant,try plain pizza fresh garlic eggplant,food,positive
449,Try their plain pizza with fresh garlic or eggplant.,eggplant,positive,43,51,try their plain pizza with fresh garlic or eggplant,try plain pizza fresh garlic eggplant,food,positive
927,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,negative,11,18,ok so the servers wander around a little clueless but theres more than enough servers for the crowd they get  its fine you just have to make a small effort to get their attention,ok server wander little clueless s server crowd fine small effort attention,service,positive
927,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,conflict,81,88,ok so the servers wander around a little clueless but theres more than enough servers for the crowd they get  its fine you just have to make a small effort to get their attention,ok server wander little clueless s server crowd fine small effort attention,service,positive
585,Good luck getting a table.,getting a table,negative,10,25,good luck getting a table,good luck get table,price,positive
345,The service is awful.,service,negative,4,11,the service is awful,service awful,service,negative
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",takeout menu,positive,4,16,the takeout menu says to keep an eye out for an expanded menu offering more italian dishes i cant wait,takeout menu say eye expand menu offer italian dish not wait,food,neutral
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",menu,positive,57,61,the takeout menu says to keep an eye out for an expanded menu offering more italian dishes i cant wait,takeout menu say eye expand menu offer italian dish not wait,food,neutral
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",italian dishes,positive,76,90,the takeout menu says to keep an eye out for an expanded menu offering more italian dishes i cant wait,takeout menu say eye expand menu offer italian dish not wait,food,neutral
3194,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",Thai food,neutral,54,63,i am not the most experienced person when it comes to thai food but my friend who took me there is,experienced person come thai food friend take,food,positive
2393,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,hostess,positive,82,89,regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes,regardless people people ahead hostess tell minute,service,neutral
1278,The pizza is good though.,pizza,positive,4,9,the pizza is good though,pizza good,food,positive
2201,bottles of wine are cheap and good.,bottles of wine,positive,0,15,bottles of wine are cheap and good,bottle wine cheap good,food,positive
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,positive,28,33,the have over  different beers to offer thier guest so that made my husband very happy and the food was delicious if i must recommend a dish it must be the pumkin tortelini,different beer offer thi guest husband happy food delicious recommend dish pumkin tortelini,food,positive
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,positive,98,102,the have over  different beers to offer thier guest so that made my husband very happy and the food was delicious if i must recommend a dish it must be the pumkin tortelini,different beer offer thi guest husband happy food delicious recommend dish pumkin tortelini,food,positive
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,positive,160,176,the have over  different beers to offer thier guest so that made my husband very happy and the food was delicious if i must recommend a dish it must be the pumkin tortelini,different beer offer thi guest husband happy food delicious recommend dish pumkin tortelini,others,positive
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",dish,positive,140,144,the have over  different beers to offer thier guest so that made my husband very happy and the food was delicious if i must recommend a dish it must be the pumkin tortelini,different beer offer thi guest husband happy food delicious recommend dish pumkin tortelini,food,positive
3541,They didn't give us the dinner special until we asked for it.,dinner special,negative,24,38,they didnt give us the dinner special until we asked for it,not dinner special ask,food,positive
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,positive,18,34,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert,crabmeat lasagna world chocolate bread pudding dessert,food,neutral
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive,70,93,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert,crabmeat lasagna world chocolate bread pudding dessert,food,neutral
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive,98,105,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert,crabmeat lasagna world chocolate bread pudding dessert,food,neutral
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes,positive,30,42,word of advice save room for pasta dishes and never leave until youve had the tiramisu,word advice save room pasta dish leave ve tiramisu,food,positive
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",tiramisu,positive,80,88,word of advice save room for pasta dishes and never leave until youve had the tiramisu,word advice save room pasta dish leave ve tiramisu,food,positive
2126,Very good service and very good prices.,service,positive,10,17,very good service and very good prices,good service good price,service,positive
2126,Very good service and very good prices.,prices,positive,32,38,very good service and very good prices,good service good price,price,positive
2078,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,neutral,60,65,i recently went to this restaurant with some coworkers for lunch and had an amazing time,recently go restaurant coworker lunch amazing time,food,positive
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive,4,11,the service was impeccable and unobtrusive  the staff knows what they are there to do  to know their menu present your meal and attend to your needs,service impeccable unobtrusive staff know know menu present meal attend need,service,neutral
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,positive,50,55,the service was impeccable and unobtrusive  the staff knows what they are there to do  to know their menu present your meal and attend to your needs,service impeccable unobtrusive staff know know menu present meal attend need,service,neutral
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,105,109,the service was impeccable and unobtrusive  the staff knows what they are there to do  to know their menu present your meal and attend to your needs,service impeccable unobtrusive staff know know menu present meal attend need,food,neutral
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral,124,128,the service was impeccable and unobtrusive  the staff knows what they are there to do  to know their menu present your meal and attend to your needs,service impeccable unobtrusive staff know know menu present meal attend need,food,neutral
2158,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,positive,63,68,essabagel either by stytown or midtown is by far the best bagel in ny,essabagel stytown midtown far good bagel ny,food,positive
1578,Our food was great too!,food,positive,4,8,our food was great too,food great,food,positive
1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative,54,61,the most annoying thing though is the fact that the servers seem to be trained to drive revenue,annoying thing fact server train drive revenue,service,negative
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",food,neutral,9,13,get your food to go find a bench and kick back with a plate of dumplings,food find bench kick plate dumpling,food,negative
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,positive,56,74,get your food to go find a bench and kick back with a plate of dumplings,food find bench kick plate dumpling,food,negative
1115,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,positive,15,27,please try the filet mignon its just the most tender piece ever,try filet mignon tender piece,others,positive
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,52,59,we were still sitting at the bar while we drank the sangria but facing away from the bar when we turned back around the  was gone the people next to us said the bartender took it,sit bar drink sangria face away bar turn go people say bartender take,others,neutral
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,29,32,we were still sitting at the bar while we drank the sangria but facing away from the bar when we turned back around the  was gone the people next to us said the bartender took it,sit bar drink sangria face away bar turn go people say bartender take,food,neutral
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,86,89,we were still sitting at the bar while we drank the sangria but facing away from the bar when we turned back around the  was gone the people next to us said the bartender took it,sit bar drink sangria face away bar turn go people say bartender take,food,neutral
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,negative,165,174,we were still sitting at the bar while we drank the sangria but facing away from the bar when we turned back around the  was gone the people next to us said the bartender took it,sit bar drink sangria face away bar turn go people say bartender take,food,neutral
395,The sake menu should not be overlooked!,sake menu,positive,4,13,the sake menu should not be overlooked,sake menu overlook,food,positive
3102,the drinks are amazing and half off till 8pm.,drinks,positive,4,10,the drinks are amazing and half off till pm,drink amazing half till pm,food,positive
984,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive,62,72,ive been back to nha trang literally a hundred times for the beef cubes  theyre that good,ve nha trang literally time beef cube good,food,positive
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,4,11,the service wine selection ambiance are all outstanding and deserve recognition,service wine selection ambiance outstanding deserve recognition,service,positive
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,positive,13,27,the service wine selection ambiance are all outstanding and deserve recognition,service wine selection ambiance outstanding deserve recognition,food,positive
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,positive,29,37,the service wine selection ambiance are all outstanding and deserve recognition,service wine selection ambiance outstanding deserve recognition,ambience,positive
763,"We were seated promptly as we had reservations, however after that the service was slow.",reservations,positive,34,46,we were seated promptly as we had reservations however after that the service was slow,seat promptly reservation service slow,service,neutral
763,"We were seated promptly as we had reservations, however after that the service was slow.",service,negative,71,78,we were seated promptly as we had reservations however after that the service was slow,seat promptly reservation service slow,service,neutral
754,"It's really also the service, is good and the waiters are friendly.",service,positive,21,28,its really also the service is good and the waiters are friendly,service good waiter friendly,service,positive
